Iteration,Accuracy,Precision,Recall,F1 Score
1.0,0.9275603663613655,0.9247135842880524,0.9323432343234324,0.9285127362366475
2.0,0.9208992506244796,0.9542372881355933,0.8922345483359746,0.9221949221949222
3.0,0.922564529558701,0.9395017793594306,0.899488926746167,0.9190600522193212
4.0,0.9075770191507078,0.9031719532554258,0.9107744107744108,0.9069572506286673
5.0,0.9175686927560366,0.9482758620689655,0.8885298869143781,0.9174311926605505
6.0,0.93255620316403,0.9453924914675768,0.9187396351575456,0.9318755256518082
7.0,0.925895087427144,0.9422442244224423,0.9136,0.9277010560519903
8.0,0.9425478767693589,0.9577922077922078,0.9320695102685624,0.944755804643715
9.0,0.9192339716902581,0.9420783645655877,0.8977272727272727,0.9193682460515378
10.0,0.9167360532889259,0.9388111888111889,0.8920265780730897,0.9148211243611585
11.0,0.9350541215653622,0.9537671232876712,0.9161184210526315,0.9345637583892618
12.0,0.9150707743547044,0.9242424242424242,0.905940594059406,0.915
13.0,0.9233971690258118,0.9435336976320583,0.8946459412780656,0.9184397163120568
14.0,0.9217318900915903,0.9501845018450185,0.8848797250859106,0.9163701067615658
15.0,0.9084096586178185,0.9445407279029463,0.8747993579454254,0.9083333333333333
16.0,0.9100749375520399,0.9395973154362416,0.8860759493670886,0.9120521172638436
17.0,0.9192339716902581,0.9430379746835443,0.9071537290715372,0.9247478665632273
18.0,0.9333888426311407,0.926829268292683,0.9333333333333333,0.9300699300699301
19.0,0.9159034138218152,0.9379310344827586,0.8932676518883416,0.9150546677880572
20.0,0.9275603663613655,0.9262981574539364,0.9278523489932886,0.9270746018440905
21.0,0.9217318900915903,0.9273049645390071,0.9079861111111112,0.9175438596491228
22.0,0.9267277268942548,0.9123711340206185,0.9348591549295775,0.9234782608695652
23.0,0.9159034138218152,0.915,0.9165275459098498,0.9157631359466222
24.0,0.929225645295587,0.9396092362344582,0.9120689655172414,0.9256342957130359
25.0,0.9317235636969192,0.9112227805695142,0.9493891797556719,0.9299145299145299
26.0,0.929225645295587,0.9281045751633987,0.9326765188834154,0.9303849303849304
27.0,0.9283930058284763,0.9478114478114478,0.9110032362459547,0.929042904290429
28.0,0.9134054954204829,0.9282051282051282,0.8975206611570248,0.9126050420168067
29.0,0.9200666111573689,0.931438127090301,0.9101307189542484,0.9206611570247933
30.0,0.9167360532889259,0.9513888888888888,0.8838709677419355,0.9163879598662207
31.0,0.9217318900915903,0.936426116838488,0.9053156146179402,0.9206081081081081
32.0,0.9317235636969192,0.9434628975265018,0.9143835616438356,0.928695652173913
33.0,0.9242298084929226,0.9558303886925795,0.8912685337726524,0.9224211423699915
34.0,0.9317235636969192,0.9388111888111889,0.9195205479452054,0.9290657439446367
35.0,0.922564529558701,0.9413735343383585,0.9064516129032258,0.923582580115037
36.0,0.9300582847626978,0.9530434782608695,0.9057851239669421,0.9288135593220339
37.0,0.925895087427144,0.9321739130434783,0.9146757679180887,0.9233419465977606
38.0,0.9317235636969192,0.9437819420783645,0.9187396351575456,0.9310924369747899
39.0,0.9233971690258118,0.9347826086956522,0.9133986928104575,0.9239669421487603
40.0,0.9233971690258118,0.9245901639344263,0.9245901639344263,0.9245901639344263
41.0,0.925895087427144,0.9528130671506352,0.8928571428571429,0.9218612818261633
42.0,0.925895087427144,0.9437086092715232,0.912,0.9275834011391375
43.0,0.9242298084929226,0.9253472222222222,0.9173838209982789,0.9213483146067416
44.0,0.93255620316403,0.9293103448275862,0.9309153713298791,0.9301121656600517
45.0,0.9192339716902581,0.944153577661431,0.8927392739273927,0.917726887192536
46.0,0.9184013322231473,0.9423728813559322,0.896774193548387,0.9190082644628099
47.0,0.9200666111573689,0.9253472222222222,0.909556313993174,0.9173838209982789
48.0,0.9050791007493755,0.8996598639455783,0.9058219178082192,0.9027303754266212
49.0,0.9367194004995837,0.9584055459272097,0.9140495867768595,0.9357021996615905
50.0,0.922564529558701,0.934010152284264,0.9108910891089109,0.9223057644110275
