ID,Prompt,Code,label,Predicted Label
f77133d5-52d8-4869-990f-127a68208253,"Solve this ""
Given a day of the week encoded as 0 = Sun, 1 = Mon, 2 = Tue, ... 6 = Sat, and a boolean indicating if we are on vacation, return a string of the form ""7:00"" indicating when the alarm clock should ring. Weekdays, the alarm should be ""7:00"" and on the weekend it should be ""10:00"". Unless we are on vacation--then on weekdays it should be ""10:00"" and weekends it should be ""off"".
public String alarmClock(int day, boolean vacation)
{
    
}

""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.","public String alarmClock(int day, boolean vacation) {
    if (vacation) {
        if (day == 0 || day == 6)
            return ""off"";
        else
            return ""10:00"";
    } else {
        if (day == 0 || day == 6)
            return ""10:00"";
        else
            return ""7:00"";
    }
}",0,1
d5cf1069-c901-4ab1-9d5a-ea208d9c1320,"as a cs1 student you are trying to solve this assignment, how would you solve it
Say that a ""clump"" in an array is a series of 2 or more adjacent elements of the same value. Return the number of clumps in the given array.
public int countClumps(int[] nums)
{
    
}","public int countClumps(int[] nums) {
    int clumps = 0;
    boolean isClump = false;

    for (int i = 1; i < nums.length - 1; i++) {
        if (nums[i] == nums[i - 1] && nums[i] != nums[i + 1]) {
            if (!isClump) {
                clumps++;
                isClump = true;
            }
        } else if (nums[i] != nums[i - 1]) {
            isClump = false;
        }
    }

    return clumps;
}",0,1
8196c70d-e49f-40d3-8c62-2cc653305843,"Write a function in Java that counts the number of times the string ""code"" appears anywhere in the given string str, except that we'll accept any letter in place of the 'd', so for example, ""cope"" and ""cooe"" count.
public int countCode(String str)
{
    
}","public int countCode(String str) {
    int count = 0;
    for (int i = 0; i < str.length() - 3; i++) {
        if (str.substring(i, i+2).equals(""co"") && str.charAt(i+3) == 'e') {
            count++;
        }
    }
    return count;
}",0,1
2507e41e-137c-4dcf-9bf4-42b132d246ca,"as a cs1 student you are trying to solve this assignment, how would you solve it
Return the centered average of an array of ints, which we'll say is the mean average of the values, except ignoring the largest and smallest values in the array. If there are multiple copies of the smallest value, ignore just one copy, and likewise for the largest value. Use int division to produce the final average. You may assume that the array has a length of 3 or more.
public int centeredAverage(int[] nums)
{
    
}","public int centeredAverage(int[] nums) {
    Arrays.sort(nums);

    int sum = 0;
    int n = nums.length;

    for (int i = 1; i < n - 1; i++) {
        sum += nums[i];
    }

    return sum / (n - 2);
}",0,1
73a4cfc3-2f42-4ef6-86c9-4127fb3dd4d6,"Solve this ""
You and your date are trying to get a table at a restaurant. The parameter you is the stylishness of your clothes, in the range 0..10, and date is the stylishness of your date's clothes. Write a method that returns your chances of getting a table, encoded as an int value with 0 = no, 1 = maybe, 2 = yes. If either of you is very stylish, 8 or more, then the result is 2 (yes). With the exception that if either of you has style of 2 or less, then the result is 0 (no). Otherwise the result is 1 (maybe).
public int dateFashion(int you, int date)
{
    
}
""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.","public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2)
        return 0;
    if (you >= 8 || date >= 8)
        return 2;
    return 1;
}",0,1
e905123c-cf82-4e9f-b7f9-1e2dec01a373,"Solve this coding assignment ""
Given an array, return an array that contains exactly the same numbers as the original array, but rearranged so that every 4 is immediately followed by a 5. Do not move the 4's, but every other number may move. The array contains the same number of 4's and 5's, and every 4 has a number after it that is not a 4. In this version, 5's may appear anywhere in the original array. (This is a slightly harder version of the fix34 problem.)
public int[] fix45(int[] nums)
{
    
}
""your answer is to consist of the complete function/functions given with working code added. You are a CS1 student trying to solve this assignment. The answer is to be the complete code solution. For a example ""Assignment: write a function that returns true public bolean returnTrue(){}"" should return ""bolean returnTrue(){return true}"". You are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution. Write this with syntax from 2019.","public int[] fix45(int[] nums) {
  int i = 0;
  while (i < nums.length && nums[i] != 5) {
    if (nums[i] == 4) {
      int temp = nums[i + 1];
      nums[i + 1] = 5;
      for (int j = i + 2; j < nums.length; j++) {
        if (nums[j] == 5) {
          nums[j] = temp;
        }
      }
    }
    i++;
  }
  return nums;
}",0,1
0a1bc9b0-c9fe-4ff9-a3a9-87da1a423661,"Solve this coding assignment ""
We'll say that a string is xy-balanced if for all the 'x' characterss in the string, there exists a 'y' character somewhere later in the string. So ""xxy"" is balanced, but ""xyx"" is not. One 'y' can balance multiple 'x's. Return true if the given string is xy-balanced.
public boolean xyBalance(String str)
{
    
}
""your answer is to consist of the complete function/functions given with working code added. You are a CS1 student trying to solve this assignment. The answer is to be the complete code solution. For a example ""Assignment: write a function that returns true public bolean returnTrue(){}"" should return ""bolean returnTrue(){return true}"". You are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution. Write this with syntax from 2019.","public boolean xyBalance(String str) {
  int lastIndexX = str.lastIndexOf('x');
  int lastIndexY = str.lastIndexOf('y');
  
  if (lastIndexY >= lastIndexX) {
    return true;
  }
  
  return false;
}",0,1
844726dd-64d4-40e5-83ed-cf1b034605a4,"For each multiple of 10 in a given array, change all subsequent values to that multiple of 10 until another multiple of 10 is encountered. For example, {2, 10, 3, 4, 20, 5} becomes {2, 10, 10, 10, 20, 20}.

public int[] tenRun(int[] nums)
{
    
}","public int[] tenRun(int[] nums) {
    int multipleOfTen = 0;
    boolean foundMultipleOfTen = false;

    for (int i = 0; i < nums.length; i++) {
        if (nums[i] % 10 == 0) {
            multipleOfTen = nums[i];
            foundMultipleOfTen = true;
        }

        if (foundMultipleOfTen) {
            if (nums[i] % 10 != 0) {
                nums[i] = multipleOfTen;
            } else {
                multipleOfTen = nums[i];
            }
        }
    }

    return nums;
}",0,1
80219097-0041-448d-855d-7ca747082863,"We say a string is xy-balanced if every 'x' character in the string is followed by at least one 'y' character. For example, ""xxy"" is balanced, while ""xyx"" is not. A single 'y' can balance multiple 'x' characters. If the given string is xy-balanced, return true.

public boolean xyBalance(String str)
{
    
}","public boolean xyBalance(String str) {
    int lastIndexX = str.lastIndexOf('x');
    int lastIndexY = str.lastIndexOf('y');
    
    if (lastIndexY < lastIndexX) {
        return false;
    }
    
    return true;
}",0,1
9eff649b-fb49-490a-b6b1-e524b069511c,"Write a function in Java that implements the following logic: Given three ints, a, b, and c, one of them is small, one is medium and one is large. Return true if the three values are evenly spaced, so the difference between small and medium is the same as the difference between medium and large.
public boolean evenlySpaced(int a, int b, int c)
{
    
}","public boolean evenlySpaced(int a, int b, int c) {
    int small, medium, large;

    if (a >= b && a >= c) {
        large = a;
        if (b >= c) {
            medium = b;
            small = c;
        } else {
            medium = c;
            small = b;
        }
    } else if (b >= a && b >= c) {
        large = b;
        if (a >= c) {
            medium = a;
            small = c;
        } else {
            medium = c;
            small = a;
        }
    } else {
        large = c;
        if (a >= b) {
            medium = a;
            small = b;
        } else {
            medium = b;
            small = a;
        }
    }

    return (medium - small) == (large - medium);
}",0,1
