ID,Prompt,Extracted_Code
1af70374-52f3-456e-9ab1-93bf65c8d891,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    // Check if the sum is within the forbidden range 10 to 19 inclusive
    if (sum >= 10 && sum <= 19) {
        return 20;
    }
    return sum;
}"
f3a49c7e-d05c-4354-a037-9a22625799f9,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
39df8514-5e1d-4097-85f1-0ea382849484,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    }
    return sum;
}"
3699b6ab-15ca-426b-9aa4-59d0fc9410ab,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
a3830cbe-696c-4a61-8120-94ed07a404aa,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    // Check if the sum is in the forbidden range 10 to 19
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
76da55be-cefd-4872-8c47-f74e80c50625,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
c0f222ac-0737-41c3-b60b-70779a95932c,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    // Check if the sum is in the forbidden range 10 to 19 inclusive
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
5042ff61-9ba2-4641-909e-884217937fc8,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
0182309b-d378-4e81-a1aa-0d85d4bddc7b,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    if (sum >= 10 && sum <= 19) {
        return 20;
    }
    return sum;
}"
5c909301-6479-4ff0-87ff-b9de3ac89411,"Write a function in Java that implements the following logic: Given 2 ints, a and b, return their sum. However, sums in the range 10..19 inclusive, are forbidden, so in that case just return 20.  
public int sortaSum(int a, int b)
{
    
}","public int sortaSum(int a, int b) {
    int sum = a + b;
    
    // Check if the sum is within the forbidden range of 10 to 19 inclusive.
    if (sum >= 10 && sum <= 19) {
        return 20;
    } else {
        return sum;
    }
}"
